nitrogen,phosphorus,potassium,temperature_c,humidity_pct,soil_ph,rainfall_mm,ndvi,soil_moisture,forecast_temperature_c,forecast_rainfall_7d_mm,market_price,market_demand_index,crop
103.17,38.64,24.78,18.95,65.33,5.59,817.5,0.683,0.516,17.88,151.67,2575.56,0.744,maize
61.54,60.38,64.7,21.55,49.0,6.7,458.48,0.572,0.398,21.69,24.5,5640.38,0.662,chickpea
33.21,58.6,34.31,26.29,42.06,6.25,481.83,0.53,0.373,23.65,55.13,8250.2,0.567,chickpea
76.76,43.7,40.93,20.51,56.91,6.21,486.42,0.656,0.342,20.15,17.79,2210.79,0.813,tomato
74.67,56.86,53.53,28.71,64.49,6.08,932.94,0.515,0.515,29.15,64.24,2122.5,0.917,rice
39.84,58.62,49.0,14.8,47.81,6.15,477.75,0.492,0.39,13.66,57.69,6902.15,0.748,chickpea
122.97,21.71,37.19,22.34,56.48,6.33,559.28,0.721,0.406,21.61,1.02,7072.74,0.741,cotton
84.95,38.26,30.47,19.25,62.73,6.71,622.14,0.593,0.458,18.84,108.23,2227.7,0.657,wheat
71.18,42.83,36.2,26.05,53.39,7.04,519.45,0.699,0.531,22.95,31.43,7643.07,0.651,cotton
37.67,47.06,40.5,23.99,68.78,6.57,755.07,0.604,0.55,21.87,116.5,4346.99,0.825,soybean
31.57,36.11,57.9,26.63,80.38,6.61,660.01,0.565,0.515,31.06,90.61,4264.72,0.771,soybean
39.98,34.01,67.11,25.92,85.38,5.68,629.48,0.652,0.53,25.73,18.76,2581.76,1.0,tomato
43.74,37.8,21.7,22.79,53.2,6.63,810.38,0.562,0.543,23.87,57.34,5145.56,0.821,soybean
70.81,60.21,16.47,26.06,56.11,5.78,762.69,0.715,0.504,27.82,33.75,2111.05,0.818,maize
69.54,53.11,45.3,23.5,67.88,6.0,439.06,0.609,0.458,21.81,42.97,1789.22,0.672,potato
116.31,49.36,50.32,28.41,68.37,6.55,1095.13,0.651,0.67,28.13,144.83,500.0,0.657,sugarcane
104.52,48.91,44.14,27.69,73.56,5.27,1614.81,0.679,0.75,27.26,199.44,500.0,0.834,sugarcane
63.81,44.52,53.65,26.78,68.85,5.95,885.56,0.586,0.421,28.31,116.71,4457.59,0.853,soybean
87.61,46.12,39.12,27.07,55.94,6.32,712.65,0.576,0.44,28.15,0.0,1515.65,1.0,maize
54.57,55.4,66.73,25.82,59.82,6.45,434.8,0.527,0.376,24.91,42.01,7304.89,0.674,chickpea
122.58,33.61,60.97,30.73,75.63,6.77,945.77,0.611,0.564,29.67,57.6,2603.62,0.824,rice
97.78,27.35,40.61,24.19,58.53,7.26,644.09,0.622,0.456,21.46,147.57,2397.1,0.592,wheat
87.42,27.03,36.59,22.42,55.91,5.63,505.45,0.604,0.386,24.08,60.1,2553.92,0.597,tomato
64.91,39.25,33.48,21.17,51.61,7.77,437.75,0.606,0.373,23.32,70.12,6175.02,0.659,chickpea
27.12,41.36,54.88,22.79,51.17,6.08,514.44,0.482,0.406,23.0,17.76,4833.84,0.832,groundnut
92.99,30.01,28.65,24.26,51.85,6.22,383.96,0.625,0.306,23.65,36.44,2524.84,0.759,maize
142.25,54.25,46.0,35.72,66.32,6.28,839.59,0.635,0.585,32.99,55.6,8562.89,0.919,cotton
119.04,54.31,31.21,17.84,88.54,5.73,1202.86,0.694,0.705,19.24,206.21,2382.0,0.777,rice
77.63,45.4,51.02,21.92,63.38,6.4,719.59,0.565,0.563,20.61,146.35,7157.24,0.721,cotton
74.61,30.83,16.22,26.72,73.69,6.01,596.79,0.684,0.463,22.71,72.69,2191.78,0.959,maize
72.85,68.15,33.09,18.93,79.89,6.22,892.54,0.57,0.56,16.74,76.37,1502.03,0.55,potato
132.99,30.34,46.89,21.35,63.11,6.43,761.31,0.731,0.5,22.33,73.08,7780.65,0.782,cotton
39.77,68.19,41.18,25.74,67.52,7.07,633.11,0.639,0.462,25.99,115.31,6258.24,0.736,groundnut
99.53,44.7,43.78,27.23,67.6,6.46,455.94,0.629,0.315,26.73,62.09,7130.83,0.889,cotton
5.0,43.41,55.97,25.52,44.6,6.06,369.97,0.428,0.366,23.17,75.94,5738.13,0.769,groundnut
37.42,64.3,5.0,22.89,65.16,6.93,604.0,0.485,0.415,22.55,55.28,7315.79,0.7,chickpea
52.55,51.84,49.64,24.34,53.12,5.54,642.47,0.555,0.417,28.07,83.77,4594.62,0.768,soybean
47.44,54.03,33.2,16.33,48.32,5.45,791.88,0.452,0.529,14.97,3.19,5737.38,0.889,soybean
77.47,56.87,57.0,30.01,72.08,5.9,829.87,0.532,0.5,27.7,121.1,1924.59,0.91,tomato
37.24,39.82,49.88,27.11,55.34,6.59,853.53,0.571,0.576,27.21,76.12,4852.96,0.892,soybean
106.63,74.33,47.63,29.76,79.69,7.25,1350.84,0.696,0.75,29.45,88.43,500.0,0.817,sugarcane
112.06,42.63,55.62,27.82,82.73,6.35,1120.15,0.732,0.637,25.93,121.69,2179.88,0.773,rice
61.02,52.79,35.9,28.61,60.23,6.64,909.95,0.641,0.61,26.57,146.04,5278.27,0.821,soybean
29.82,71.36,40.57,28.61,41.93,6.23,826.61,0.461,0.474,32.09,61.38,5167.71,0.83,groundnut
66.28,20.55,61.71,18.71,68.47,6.22,761.28,0.455,0.445,20.9,71.86,2328.64,0.68,wheat
36.72,52.05,31.96,24.4,55.83,6.41,546.3,0.633,0.467,24.0,102.99,7429.53,0.556,groundnut
56.0,31.29,44.01,13.74,50.28,5.96,418.29,0.531,0.39,12.01,40.74,6517.57,0.747,chickpea
134.81,52.91,41.29,29.43,78.34,7.04,1594.81,0.668,0.75,31.27,196.86,500.0,0.647,sugarcane
70.4,24.87,39.09,26.2,77.37,6.01,758.9,0.622,0.495,25.51,115.24,1448.79,0.695,tomato
42.03,33.2,28.48,28.44,68.02,7.22,700.63,0.52,0.477,27.8,46.96,4995.11,0.793,soybean
90.32,38.68,14.26,28.58,59.68,6.49,244.9,0.648,0.31,25.47,5.17,1883.81,0.895,maize
77.44,31.46,42.92,14.35,49.5,6.67,327.13,0.473,0.425,15.21,9.68,2227.96,0.814,wheat
55.26,57.03,40.19,23.43,65.88,6.89,509.46,0.579,0.401,21.23,0.0,6473.45,0.629,groundnut
38.17,33.51,38.67,22.73,43.33,6.02,423.12,0.574,0.409,22.64,20.49,7216.1,0.586,chickpea
28.25,72.13,29.97,25.03,30.86,7.33,370.41,0.55,0.314,27.67,6.44,7111.92,0.672,chickpea
89.65,36.4,31.6,17.69,54.19,6.14,765.5,0.546,0.462,18.78,63.44,1495.78,1.0,wheat
94.31,52.14,42.4,18.35,82.22,5.7,512.92,0.426,0.488,21.25,29.16,1543.08,0.907,maize
5.0,41.72,34.47,26.73,37.22,7.2,482.14,0.483,0.344,26.74,57.5,6388.45,0.585,groundnut
28.12,41.61,45.94,21.92,63.22,6.39,366.85,0.576,0.31,23.47,41.18,5404.14,0.649,groundnut
144.65,42.49,44.5,37.17,93.44,5.98,1385.01,0.663,0.75,35.34,245.89,2295.46,0.819,rice
70.26,30.33,41.22,21.9,55.85,5.7,533.58,0.468,0.426,16.65,69.85,2246.25,0.81,maize
114.85,25.84,38.16,30.28,41.42,6.0,698.43,0.691,0.425,27.04,85.02,2621.34,0.958,wheat
96.11,54.68,35.16,19.75,48.07,6.49,577.3,0.568,0.506,18.09,94.61,1778.32,0.907,maize
62.59,47.63,22.92,27.47,55.82,6.91,739.22,0.588,0.558,26.41,109.7,2879.93,0.884,wheat
139.01,31.49,32.9,26.97,72.82,6.18,1113.49,0.743,0.695,26.94,130.28,2435.74,0.834,rice
63.48,47.46,30.53,14.13,56.48,6.28,424.38,0.411,0.332,12.84,0.0,2257.75,0.709,wheat
77.25,49.88,25.06,29.93,70.94,6.59,828.69,0.597,0.526,33.88,96.54,2077.98,0.826,wheat
43.74,40.73,38.93,26.12,50.96,5.94,561.95,0.555,0.448,24.01,43.92,5600.58,0.841,groundnut
31.98,51.26,41.32,18.63,66.52,5.99,472.97,0.482,0.309,15.12,76.72,6375.39,0.68,groundnut
63.38,40.92,57.55,26.3,72.25,6.71,555.33,0.613,0.423,26.04,53.95,1988.52,0.773,tomato
98.82,13.08,45.03,22.51,72.57,5.82,569.21,0.583,0.419,20.28,75.58,7479.71,1.0,cotton
42.67,56.63,34.17,24.73,68.1,7.31,505.07,0.53,0.352,25.25,43.98,6948.83,0.639,chickpea
108.95,25.76,43.81,22.31,46.57,6.66,710.55,0.622,0.42,19.91,82.2,6234.15,0.91,cotton
81.22,43.86,23.25,22.41,59.09,6.16,768.02,0.607,0.507,22.37,80.58,2090.55,0.793,maize
70.14,45.83,48.62,21.86,66.1,7.19,678.46,0.591,0.492,19.42,72.8,6063.93,0.749,cotton
72.86,36.74,46.43,20.22,61.81,5.68,1215.99,0.472,0.669,22.51,157.87,5412.97,0.758,soybean
69.33,47.01,46.35,18.38,64.47,5.94,703.11,0.508,0.513,19.42,25.38,2063.67,0.936,potato
67.8,33.18,38.04,21.46,72.16,6.21,826.98,0.631,0.61,20.12,139.97,1992.21,0.845,tomato
105.85,32.75,29.95,35.06,58.08,6.59,1831.58,0.483,0.75,34.54,183.86,500.0,0.688,sugarcane
81.26,61.65,38.59,29.75,71.06,6.15,493.61,0.621,0.407,28.2,30.76,7369.75,0.601,cotton
134.7,36.87,53.84,25.5,71.06,6.25,1344.18,0.871,0.743,25.89,190.28,2398.35,0.786,rice
72.92,42.68,18.61,17.63,71.86,6.1,1607.67,0.595,0.75,15.85,127.14,2283.86,0.92,rice
111.34,60.2,63.15,25.98,70.64,5.64,894.36,0.766,0.543,23.27,48.45,1784.89,0.977,rice
76.26,73.25,26.5,26.33,75.77,6.89,1271.86,0.662,0.746,28.02,159.9,2651.49,0.782,rice
77.57,32.43,25.6,20.75,55.76,6.79,1100.51,0.667,0.621,20.25,100.76,3212.42,0.81,soybean
91.55,34.45,44.3,24.81,71.07,6.43,767.05,0.767,0.513,27.63,82.27,2033.28,0.709,wheat
91.95,47.14,61.82,30.36,58.02,7.15,1008.63,0.538,0.627,27.85,87.86,500.0,0.842,sugarcane
109.18,68.99,30.0,22.02,76.37,6.81,1263.53,0.727,0.733,23.74,122.04,500.0,0.755,sugarcane
77.29,55.24,49.38,19.64,64.24,6.12,527.12,0.498,0.371,20.68,39.89,2590.21,0.72,tomato
84.74,35.82,23.8,25.59,71.82,6.21,783.07,0.587,0.551,27.08,103.88,1786.49,0.925,tomato
29.89,62.11,29.85,26.68,59.63,6.42,252.45,0.629,0.281,29.46,0.0,6166.24,0.717,groundnut
80.7,49.95,64.02,21.53,59.83,6.13,553.34,0.708,0.421,23.05,93.58,1715.87,0.717,potato
124.79,23.63,64.8,19.66,70.01,6.03,549.32,0.688,0.493,21.05,30.89,7908.01,0.667,cotton
123.38,50.1,47.35,28.8,69.87,7.0,512.62,0.67,0.351,29.33,71.97,5548.67,0.815,cotton
104.09,33.03,52.68,28.79,55.78,6.21,598.18,0.588,0.548,27.53,98.04,7171.92,0.714,cotton
124.99,59.47,59.62,26.75,76.57,6.38,1395.4,0.798,0.75,23.93,123.37,500.0,0.625,sugarcane
34.89,62.18,34.62,28.48,61.18,6.15,633.25,0.474,0.525,26.93,16.4,4565.7,0.769,groundnut
14.13,21.73,24.23,24.78,63.72,6.54,607.1,0.513,0.442,23.32,87.6,4999.17,0.845,groundnut
96.35,39.48,60.84,35.04,56.05,6.46,769.95,0.456,0.396,32.37,67.37,6239.77,0.668,cotton
37.1,32.92,50.97,20.72,82.42,5.65,670.26,0.485,0.517,21.16,93.02,2239.48,0.815,tomato
117.21,52.0,21.61,29.97,69.43,6.6,1693.67,0.678,0.75,30.87,223.58,500.0,0.875,sugarcane
123.38,22.6,41.7,22.68,60.2,7.29,678.3,0.689,0.393,22.11,108.1,6737.25,0.718,cotton
58.38,50.53,46.12,21.13,54.61,7.0,436.06,0.512,0.427,18.62,35.43,7617.48,0.624,chickpea
56.69,79.13,44.37,25.53,65.21,6.0,283.92,0.637,0.414,26.32,0.0,1935.41,0.567,tomato
57.01,31.13,61.53,25.69,71.58,6.44,494.26,0.439,0.375,27.05,103.23,4577.95,0.754,groundnut
109.26,43.33,42.3,28.76,98.22,5.53,1781.62,0.667,0.75,29.06,178.94,2264.33,0.771,rice
121.63,47.3,29.28,39.37,63.36,5.59,1489.13,0.509,0.75,40.13,128.53,1744.9,0.957,rice
78.59,44.59,40.45,15.35,59.19,6.73,780.37,0.545,0.502,14.02,104.91,2564.86,0.62,wheat
104.22,29.11,37.46,23.52,64.54,6.95,738.7,0.676,0.535,20.71,87.1,7456.39,0.777,cotton
60.24,42.16,52.43,25.29,75.71,5.73,585.07,0.567,0.474,26.59,80.64,2061.59,0.791,tomato
80.6,5.0,36.08,20.34,59.01,5.89,850.61,0.67,0.577,20.21,67.75,2004.59,0.733,potato
76.72,34.97,38.07,17.6,59.99,5.89,618.69,0.543,0.412,17.86,106.96,1879.53,0.837,potato
83.72,29.61,39.01,17.52,65.53,6.24,739.15,0.51,0.506,16.68,88.68,1777.55,0.775,potato
39.78,34.56,25.09,19.04,50.43,6.93,566.23,0.46,0.406,21.05,0.0,8229.26,0.548,chickpea
95.33,61.88,42.97,23.95,83.38,6.23,1408.36,0.696,0.738,21.56,121.29,500.0,0.727,sugarcane
85.26,60.18,63.7,25.89,49.9,6.78,1505.67,0.683,0.75,25.13,120.6,500.0,0.82,sugarcane
63.61,64.56,13.71,21.08,39.2,6.37,502.98,0.52,0.378,19.74,63.25,7161.39,0.917,chickpea
63.39,58.73,39.06,22.34,71.33,7.44,832.01,0.61,0.525,20.64,112.26,1830.33,0.827,maize
38.78,40.58,19.51,29.9,61.05,6.11,761.17,0.49,0.538,27.94,0.0,6334.6,0.818,groundnut
106.77,15.24,17.75,17.83,43.84,6.33,585.25,0.563,0.346,17.0,108.32,2309.5,0.839,wheat
140.87,36.69,49.45,34.26,60.54,7.18,1685.98,0.63,0.75,34.9,124.4,1851.11,0.743,rice
103.79,46.81,35.57,20.49,77.21,5.47,533.53,0.543,0.484,18.87,65.94,1770.26,0.646,tomato
54.2,37.66,59.17,25.62,56.93,4.72,785.0,0.609,0.529,26.08,38.44,2137.37,0.779,tomato
133.71,52.78,50.43,24.21,73.99,6.39,1878.88,0.764,0.75,20.72,131.03,500.0,0.658,sugarcane
132.73,71.0,56.98,26.72,80.43,6.84,1935.14,0.628,0.75,29.92,213.23,500.0,0.678,sugarcane
106.15,33.25,18.0,29.3,84.5,6.37,1190.81,0.642,0.732,29.09,158.44,2167.31,0.836,rice
24.96,44.35,46.5,24.48,59.16,6.39,507.37,0.55,0.398,23.72,88.42,5952.61,0.795,groundnut
5.0,53.51,36.12,21.42,57.65,6.43,698.65,0.352,0.49,24.7,125.65,5880.37,0.701,groundnut
61.43,29.17,33.33,19.75,67.44,7.05,714.27,0.591,0.548,19.46,30.79,1672.42,0.771,tomato
112.85,40.37,34.21,25.95,59.93,7.12,774.59,0.659,0.465,27.26,60.84,7790.85,0.744,cotton
91.92,37.21,44.01,18.16,72.33,6.48,666.11,0.526,0.496,18.7,46.79,2673.24,0.724,wheat
15.67,55.51,44.79,18.1,75.0,7.27,739.69,0.458,0.595,15.85,35.43,4195.64,0.794,soybean
97.74,34.45,33.14,22.68,59.83,6.12,384.52,0.62,0.329,21.01,0.0,2026.83,0.731,maize
162.4,54.49,52.16,26.76,81.67,6.98,1276.9,0.768,0.664,26.52,113.01,500.0,0.729,sugarcane
108.93,28.58,51.14,34.74,68.16,6.48,671.79,0.547,0.546,33.49,68.76,7053.76,0.7,cotton
74.27,36.94,15.48,22.47,64.02,6.55,878.82,0.642,0.554,23.67,57.13,2443.31,0.647,wheat
98.25,51.82,60.44,22.67,63.08,6.76,550.42,0.656,0.432,21.45,72.65,6352.98,0.807,soybean
19.96,37.21,33.26,23.81,48.25,6.12,524.73,0.489,0.393,18.09,65.97,5447.11,0.719,groundnut
106.92,87.13,45.73,28.15,74.74,7.66,1393.44,0.562,0.75,26.01,87.11,500.0,0.874,sugarcane
74.75,44.51,29.1,32.96,45.95,7.62,810.56,0.588,0.443,31.51,43.26,2068.18,0.851,maize
118.27,44.78,56.53,18.17,54.07,5.65,626.36,0.663,0.548,19.88,76.72,6462.18,0.695,cotton
55.16,53.83,38.19,32.38,89.15,6.74,776.72,0.59,0.553,32.32,35.67,2185.28,0.683,tomato
98.93,29.12,35.08,20.76,53.51,6.68,499.75,0.636,0.469,20.44,43.59,2429.88,0.892,wheat
57.43,59.89,62.91,18.91,62.11,5.37,702.46,0.592,0.471,17.84,71.77,1729.8,0.591,potato
162.48,41.3,46.66,29.89,72.03,6.81,1119.53,0.685,0.75,29.62,124.66,500.0,0.805,sugarcane
114.93,34.22,35.57,25.5,58.03,5.76,563.21,0.7,0.426,23.63,11.23,6104.33,0.78,cotton
119.04,36.5,35.49,34.14,72.59,6.88,724.47,0.62,0.404,35.64,78.78,7254.35,0.772,cotton
76.41,38.66,49.65,22.81,78.8,4.9,615.47,0.637,0.556,23.73,112.23,1945.78,0.723,potato
78.74,62.45,44.74,21.07,80.81,6.21,634.71,0.78,0.422,21.88,83.7,1319.01,0.669,potato
41.05,62.34,38.67,22.89,54.85,6.19,659.82,0.551,0.424,23.85,37.15,2225.99,0.856,tomato
118.9,25.63,59.39,26.76,68.56,6.12,397.11,0.607,0.517,25.56,78.08,5637.36,0.768,cotton
14.42,72.49,55.17,19.0,61.67,6.71,467.93,0.397,0.517,18.4,51.22,5829.26,0.886,chickpea
75.57,64.54,38.28,18.21,64.23,5.0,385.08,0.667,0.343,19.71,130.61,1688.1,0.776,potato
56.69,64.88,35.25,29.27,71.04,7.55,505.89,0.635,0.491,27.33,85.84,5042.02,0.767,soybean
91.72,54.08,47.29,32.28,85.23,6.09,801.13,0.55,0.526,33.52,82.94,1683.39,0.937,rice
87.0,40.5,38.43,24.75,72.54,6.72,879.69,0.732,0.533,24.51,92.28,2127.6,1.0,maize
31.6,51.93,39.92,28.94,62.87,5.55,385.7,0.488,0.471,27.24,31.28,5333.38,0.705,groundnut
25.04,43.88,48.75,27.43,59.19,5.55,680.73,0.418,0.386,26.41,70.85,4645.77,0.627,soybean
45.67,46.62,69.07,26.87,65.31,6.26,949.56,0.664,0.53,27.89,89.42,2466.18,0.848,tomato
73.2,35.93,51.33,19.14,63.22,5.41,619.28,0.514,0.422,17.86,69.31,2618.77,0.839,tomato
110.68,50.15,34.76,29.07,76.24,6.58,569.33,0.641,0.509,30.5,46.89,2152.3,0.767,tomato
41.7,68.49,55.72,25.55,51.76,6.94,826.89,0.567,0.542,24.89,101.28,4075.35,0.708,groundnut
64.3,48.07,38.23,20.38,40.27,7.4,389.2,0.511,0.287,17.0,54.78,6403.36,0.792,chickpea
45.5,51.35,41.19,22.7,61.91,5.21,568.95,0.615,0.529,20.81,63.29,5590.84,0.738,soybean
114.49,30.99,48.97,23.82,90.4,6.12,1127.16,0.672,0.665,24.52,85.08,2443.01,0.739,rice
77.0,34.6,36.84,27.77,35.63,6.5,387.81,0.552,0.296,24.78,70.74,2492.03,0.86,wheat
13.55,56.36,17.05,24.55,51.42,5.56,685.42,0.505,0.488,25.6,67.45,7178.53,0.804,groundnut
90.97,46.02,48.9,20.92,57.93,5.88,314.71,0.639,0.38,22.41,17.64,1883.44,0.872,potato
42.01,27.34,25.85,15.79,60.27,5.72,761.95,0.423,0.551,16.98,88.32,2159.93,0.909,tomato
102.93,38.96,28.03,24.85,64.04,6.15,559.0,0.65,0.428,20.09,29.78,8000.39,0.782,cotton
110.64,49.59,45.71,26.02,90.31,5.76,1202.49,0.713,0.629,26.74,123.52,2137.05,0.901,rice
98.92,46.42,36.9,31.69,77.43,5.89,574.91,0.606,0.451,33.69,33.63,2479.99,0.855,maize
77.43,57.13,44.71,33.49,61.81,6.41,1036.0,0.5,0.701,33.31,144.9,5361.77,0.707,soybean
102.93,57.02,56.72,29.84,82.29,6.39,1097.07,0.637,0.741,27.96,166.22,2093.73,0.983,rice
64.48,57.37,43.43,19.28,65.27,5.36,568.18,0.492,0.352,22.3,64.2,1973.53,0.832,tomato
91.86,32.58,41.15,24.31,52.09,6.14,688.02,0.546,0.496,24.45,64.69,8194.67,0.809,cotton
102.89,43.18,45.47,25.23,61.6,7.21,802.97,0.715,0.514,25.67,47.0,6812.8,0.803,cotton
64.7,65.35,42.25,14.98,41.14,7.29,705.58,0.418,0.384,19.54,114.89,7671.03,0.711,chickpea
103.2,50.97,26.43,28.35,59.75,7.24,1610.46,0.605,0.75,25.57,144.39,500.0,0.766,sugarcane
97.04,29.33,48.27,30.59,85.49,6.01,1668.86,0.643,0.75,27.39,156.48,2274.19,0.821,rice
53.71,33.88,29.74,20.92,41.75,7.76,258.94,0.52,0.36,22.45,12.6,5622.48,0.809,chickpea
60.14,68.27,44.39,22.21,53.98,5.89,669.94,0.445,0.479,18.78,1.01,6157.18,0.639,groundnut
67.12,53.66,35.2,22.67,79.06,6.5,403.07,0.574,0.367,21.57,60.01,4722.64,0.782,soybean
110.91,44.79,55.17,22.67,61.45,6.59,457.56,0.657,0.424,20.47,0.0,2016.39,0.743,potato
136.14,45.17,32.84,25.8,86.09,5.91,1043.93,0.756,0.586,29.44,84.57,2474.43,0.871,rice
97.28,13.64,45.85,27.48,62.63,7.22,583.01,0.68,0.465,28.39,47.44,7801.68,0.677,cotton
32.08,61.98,24.66,17.25,55.39,6.48,433.67,0.394,0.467,19.09,135.59,7122.74,0.731,chickpea
84.76,46.35,44.35,24.59,88.04,5.79,626.26,0.642,0.534,25.42,65.54,2034.97,0.835,tomato
33.02,55.9,50.3,14.01,50.11,6.01,817.18,0.372,0.495,18.62,113.08,1472.15,0.659,potato
42.56,53.27,58.32,22.53,58.83,6.88,277.08,0.604,0.331,25.42,0.0,4593.5,0.706,groundnut
125.85,36.35,35.98,24.87,57.96,6.64,653.11,0.681,0.517,25.39,28.48,7305.88,0.766,cotton
67.62,32.84,27.44,25.96,57.3,6.42,783.58,0.556,0.54,22.16,67.1,3696.39,0.758,soybean
105.85,41.24,37.14,26.0,64.34,7.11,827.31,0.681,0.521,26.72,73.62,500.0,0.745,sugarcane
67.16,41.73,64.16,22.97,61.72,6.55,1163.4,0.527,0.703,23.67,46.98,4615.51,0.797,soybean
50.45,41.76,41.93,24.37,69.33,6.05,618.77,0.639,0.365,25.92,81.69,2369.18,0.852,tomato
33.88,53.62,41.08,24.97,50.03,7.41,468.77,0.507,0.412,27.3,59.96,5658.11,0.712,chickpea
99.93,27.88,38.45,19.22,75.01,6.24,767.16,0.558,0.528,18.82,71.45,2295.04,0.683,rice
86.21,54.23,21.35,21.67,63.16,6.43,952.48,0.637,0.666,19.68,146.41,1799.53,0.78,maize
157.92,77.04,26.65,27.86,76.5,7.16,2073.94,0.69,0.75,27.85,173.67,500.0,0.777,sugarcane
48.02,51.69,28.22,24.68,68.49,6.95,419.22,0.634,0.365,27.3,89.74,3744.21,0.679,groundnut
51.82,41.04,30.73,33.49,64.76,6.88,541.17,0.5,0.473,33.61,0.0,4146.33,0.827,soybean
93.12,29.08,25.4,29.6,71.87,6.83,1270.61,0.712,0.75,32.15,109.2,1830.5,0.977,rice
111.14,21.32,15.73,20.1,61.16,6.36,409.74,0.57,0.467,21.09,75.98,2819.4,0.717,wheat
122.48,61.64,54.07,21.63,79.59,7.02,1687.29,0.702,0.75,22.26,137.55,500.0,0.705,sugarcane
31.62,51.09,55.78,25.97,55.85,6.57,583.45,0.505,0.479,24.55,13.82,6080.48,0.686,groundnut
102.07,17.79,55.61,28.69,50.79,7.27,751.59,0.643,0.48,28.67,61.81,6221.73,0.873,cotton
109.95,18.0,45.75,24.28,57.12,6.16,601.79,0.772,0.375,25.1,20.61,8387.58,0.793,cotton
98.99,29.77,51.33,13.6,64.88,6.24,736.95,0.402,0.485,16.56,109.71,2516.95,1.0,tomato
111.98,35.76,53.48,28.07,67.65,6.51,1134.4,0.679,0.693,30.07,145.52,2216.4,0.753,rice
121.02,34.21,5.0,24.91,69.33,6.37,2153.57,0.777,0.75,26.05,193.31,2314.81,1.0,rice
97.01,74.44,57.91,34.34,67.87,7.1,1962.03,0.484,0.75,33.43,182.44,500.0,0.843,sugarcane
44.11,49.7,41.78,27.56,49.1,6.51,925.22,0.504,0.542,23.84,94.85,3728.16,0.735,soybean
121.64,37.78,57.29,21.59,68.98,6.91,1171.12,0.679,0.696,23.9,138.45,2294.8,0.93,rice
115.77,40.8,37.8,20.29,73.74,6.3,516.74,0.648,0.411,14.31,46.22,2426.59,0.809,maize
106.47,32.18,55.86,23.55,59.57,7.05,854.49,0.735,0.528,23.33,76.62,7691.33,0.652,cotton
82.11,48.29,35.58,22.2,71.48,6.86,882.33,0.726,0.582,21.01,18.16,1582.67,0.814,rice
95.53,47.88,23.82,23.51,49.79,6.13,637.95,0.467,0.558,21.97,30.85,2611.22,0.703,maize
94.66,47.89,41.58,17.79,75.64,5.81,691.28,0.577,0.556,19.18,73.07,1983.96,0.833,potato
78.71,52.18,29.95,35.48,67.32,5.51,833.32,0.48,0.579,35.49,97.85,2954.55,0.799,maize
93.44,76.99,36.89,8.0,67.09,6.04,818.2,0.404,0.472,10.43,55.57,1954.45,0.625,potato
126.73,51.43,63.28,23.77,64.16,6.59,1368.15,0.699,0.693,23.61,172.28,2512.98,0.872,rice
80.0,40.11,66.09,20.74,67.29,5.55,878.23,0.647,0.494,16.7,118.12,1758.04,0.893,tomato
79.05,38.24,48.3,27.98,67.32,6.6,441.41,0.711,0.316,30.68,0.0,2853.59,0.826,tomato
115.47,44.9,53.08,21.82,75.13,7.15,502.31,0.697,0.427,24.66,0.86,10782.54,0.733,cotton
96.31,84.1,49.05,32.47,84.64,6.06,1602.46,0.605,0.75,30.96,121.15,500.0,0.79,sugarcane
85.17,63.59,29.46,18.07,51.43,6.9,590.02,0.575,0.419,19.72,50.93,6790.33,0.98,soybean
76.76,71.37,38.97,30.63,70.57,5.93,1329.98,0.589,0.734,29.93,134.86,500.0,0.891,sugarcane
36.03,38.42,29.18,18.45,55.99,5.92,716.34,0.475,0.414,19.08,80.29,4961.78,0.702,soybean
59.27,54.5,39.45,24.9,58.44,6.43,413.81,0.686,0.36,24.49,69.86,5676.92,0.848,groundnut
96.16,22.9,50.8,21.56,78.03,6.08,762.32,0.653,0.6,22.25,51.54,2232.58,0.773,tomato
59.3,36.76,41.63,29.04,72.49,6.63,721.91,0.672,0.522,28.01,102.68,4869.16,0.825,soybean
72.67,56.49,25.31,25.87,76.81,5.94,1497.45,0.601,0.75,24.45,187.97,2037.49,0.896,rice
69.24,54.41,46.02,18.23,58.66,5.91,743.56,0.629,0.556,17.33,41.71,1396.9,0.835,potato
25.1,54.91,54.85,31.52,55.33,6.53,506.5,0.603,0.449,31.68,61.59,6154.18,0.804,groundnut
73.9,27.59,49.82,21.12,69.04,6.24,1309.97,0.62,0.619,23.47,117.45,2036.71,0.753,maize
25.94,28.83,36.36,25.18,48.92,6.73,495.99,0.538,0.481,27.64,83.18,7238.79,0.571,chickpea
31.39,70.85,42.02,25.96,56.65,6.69,495.27,0.589,0.489,26.88,40.79,4970.49,0.732,groundnut
110.98,59.96,64.99,30.52,73.3,6.56,858.59,0.626,0.514,29.44,87.67,500.0,0.701,sugarcane
62.24,39.57,32.81,27.81,63.95,5.4,671.79,0.655,0.474,25.18,54.72,4787.55,0.715,soybean
90.11,33.62,58.37,36.17,56.12,6.76,699.72,0.447,0.538,36.97,90.6,7942.41,0.84,cotton
68.74,25.1,41.09,16.43,50.84,7.36,671.2,0.541,0.413,16.98,82.21,2052.39,0.786,wheat
144.63,52.88,53.82,28.06,81.56,7.23,953.36,0.847,0.665,25.97,146.16,500.0,0.629,sugarcane
